day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;50700;PEARLS;9995;25;;;;;10002;3;10005;25;;;9998.5;406.0
-1;50700;BANANAS;4890;25;;;;;4891;1;4895;3;4897;25;4890.5;961.40625
-1;50800;PEARLS;9995;24;;;;;9998;1;10002;6;10005;24;9996.5;406.0
-1;50800;BANANAS;4890;24;;;;;4895;6;4897;24;;;4892.5;960.03906
-1;50900;BANANAS;4890;27;;;;;4897;27;;;;;4893.5;955.71875
-1;50900;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;408.0
-1;51000;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;408.0
-1;51000;BANANAS;4890;24;;;;;4896;2;4897;22;;;4893.0;962.22656
-1;51100;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;408.0
-1;51100;BANANAS;4891;27;;;;;4897;27;;;;;4894.0;955.15625
-1;51200;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;408.0
-1;51200;BANANAS;4890;32;;;;;4897;32;;;;;4893.5;939.16406
-1;51300;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;408.0
-1;51300;BANANAS;4891;25;;;;;4897;25;;;;;4894.0;942.90625
-1;51400;BANANAS;4891;23;;;;;4897;23;;;;;4894.0;943.6953
-1;51400;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;408.0
-1;51500;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;408.0
-1;51500;BANANAS;4891;22;;;;;4897;2;4898;20;;;4894.0;950.4531
-1;51600;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;408.0
-1;51600;BANANAS;4891;31;;;;;4897;2;4898;29;;;4894.0;946.6094
-1;51700;PEARLS;9996;2;9995;30;;;10002;5;10004;2;10005;30;9999.0;408.0
-1;51700;BANANAS;4891;32;;;;;4896;5;4897;2;4898;30;4893.5;948.47656
-1;51800;BANANAS;4891;26;;;;;4898;26;;;;;4894.5;957.5
-1;51800;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;408.0
-1;51900;PEARLS;9996;1;9995;26;;;10002;6;10004;1;10005;26;9999.0;408.0
-1;51900;BANANAS;4892;1;4891;26;;;4896;6;4898;27;;;4894.0;953.5078
-1;52000;PEARLS;10000;3;9996;1;9995;23;10004;1;10005;23;;;10002.0;408.0
-1;52000;BANANAS;4891;24;;;;;4897;1;4898;23;;;4894.0;944.96094
-1;52100;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;408.0
-1;52100;BANANAS;4891;30;;;;;4898;30;;;;;4894.5;939.5703
-1;52200;BANANAS;4891;28;;;;;4896;3;4898;28;;;4893.5;948.59375
-1;52200;PEARLS;9995;28;;;;;10002;3;10005;28;;;9998.5;408.0
-1;52300;PEARLS;9995;21;;;;;10002;3;10005;21;;;9998.5;408.0
-1;52300;BANANAS;4892;21;;;;;4897;2;4899;21;;;4894.5;941.9219
-1;52400;PEARLS;10000;6;9996;2;9995;22;10004;2;10005;22;;;10002.0;408.0
-1;52400;BANANAS;4892;2;4891;22;;;4898;24;;;;;4895.0;941.78125
-1;52500;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;408.0
-1;52500;BANANAS;4891;31;;;;;4898;31;;;;;4894.5;941.0625
-1;52600;BANANAS;4891;24;;;;;4897;1;4898;23;;;4894.0;945.6406
-1;52600;PEARLS;9996;1;9995;23;;;9998;2;10004;1;10005;23;9997.0;408.0
-1;52700;PEARLS;9995;29;;;;;9998;1;10005;29;;;9996.5;412.0
-1;52700;BANANAS;4891;29;;;;;4897;29;;;;;4894.0;946.08594
-1;52800;PEARLS;9995;24;;;;;9998;1;10005;24;;;9996.5;414.0
-1;52800;BANANAS;4891;24;;;;;4897;24;;;;;4894.0;951.2656
-1;52900;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;416.0
-1;52900;BANANAS;4891;1;4890;30;;;4897;31;;;;;4894.0;944.0469
-1;53000;BANANAS;4891;28;;;;;4898;28;;;;;4894.5;957.4844
-1;53000;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;416.0
-1;53100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;416.0
-1;53100;BANANAS;4892;31;;;;;4898;31;;;;;4895.0;988.46875
-1;53200;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;416.0
-1;53200;BANANAS;4892;31;;;;;4898;1;4899;30;;;4895.0;990.3125
-1;53300;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;418.0
-1;53300;BANANAS;4892;24;;;;;4899;24;;;;;4895.5;988.78906
-1;53400;BANANAS;4892;23;;;;;4893;1;4899;23;;;4892.5;977.2031
-1;53400;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;418.0
-1;53500;PEARLS;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;418.0
-1;53500;BANANAS;4892;26;;;;;4897;8;4899;26;;;4894.5;985.8047
-1;53600;PEARLS;9998;2;9995;23;;;10005;23;;;;;10001.5;418.0
-1;53600;BANANAS;4893;1;4892;23;;;4899;23;;;;;4896.0;978.15625
-1;53700;PEARLS;9996;2;9995;25;;;10002;10;10004;2;10005;25;9999.0;418.0
-1;53700;BANANAS;4892;27;;;;;4897;10;4898;2;4899;25;4894.5;985.78125
-1;53800;BANANAS;4892;25;;;;;4897;6;4898;2;4899;23;4894.5;998.5
-1;53800;PEARLS;9996;2;9995;23;;;9998;13;10002;6;10004;2;9997.0;418.0
-1;53900;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;444.0
-1;53900;BANANAS;4897;1;4896;4;4891;28;4898;28;;;;;4897.5;1007.33594
-1;54000;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;444.0
-1;54000;BANANAS;4891;22;;;;;4898;22;;;;;4894.5;1020.34375
-1;54100;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;444.0
-1;54100;BANANAS;4892;23;;;;;4899;23;;;;;4895.5;1010.5078
-1;54200;BANANAS;4892;1;4891;20;;;4898;21;;;;;4895.0;997.2578
-1;54200;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;444.0
-1;54300;BANANAS;4892;1;4891;25;;;4898;25;;;;;4895.0;1008.5625
-1;54300;PEARLS;9998;1;9995;25;;;10005;25;;;;;10001.5;444.0
-1;54400;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;444.0
-1;54400;BANANAS;4892;23;;;;;4898;2;4899;22;;;4895.0;1009.78906
-1;54500;BANANAS;4892;28;;;;;4897;9;4899;29;;;4894.5;1012.625
-1;54500;PEARLS;9995;29;;;;;10002;9;10005;29;;;9998.5;444.0
-1;54600;BANANAS;4893;4;4892;28;;;4899;28;;;;;4896.0;1006.1172
-1;54600;PEARLS;9998;4;9996;2;9995;26;10004;2;10005;26;;;10001.0;444.0
-1;54700;PEARLS;9998;2;9995;21;;;10005;21;;;;;10001.5;444.0
-1;54700;BANANAS;4894;3;4893;21;;;4900;21;;;;;4897.0;999.21094
-1;54800;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;444.0
-1;54800;BANANAS;4893;24;;;;;4899;1;4900;23;;;4896.0;991.1328
-1;54900;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;444.0
-1;54900;BANANAS;4893;29;;;;;4899;1;4900;28;;;4896.0;977.4844
-1;55000;BANANAS;4893;27;;;;;4900;27;;;;;4896.5;983.47656
-1;55000;PEARLS;9995;27;;;;;9998;5;10005;27;;;9996.5;444.0
-1;55100;PEARLS;10002;9;9996;2;9995;29;10004;2;10005;29;;;10003.0;454.0
-1;55100;BANANAS;4894;2;4893;29;;;4900;31;;;;;4897.0;991.27344
-1;55200;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;472.0
-1;55200;BANANAS;4894;25;;;;;4900;25;;;;;4897.0;995.0156
-1;55300;PEARLS;9996;1;9995;24;;;10002;7;10004;1;10005;24;9999.0;472.0
-1;55300;BANANAS;4894;25;;;;;4899;7;4901;25;;;4896.5;1001.75
-1;55400;BANANAS;4895;1;4894;22;;;4901;23;;;;;4898.0;998.5469
-1;55400;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;472.0
-1;55500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;472.0
-1;55500;BANANAS;4898;2;4894;26;;;4901;26;;;;;4899.5;983.125
-1;55600;PEARLS;9998;7;9996;1;9995;27;10004;1;10005;27;;;10001.0;472.0
-1;55600;BANANAS;4895;7;4894;28;;;4900;1;4901;27;;;4897.5;976.28125
-1;55700;BANANAS;4893;21;;;;;4898;7;4900;21;;;4895.5;985.5156
-1;55700;PEARLS;9995;21;;;;;10002;7;10005;21;;;9998.5;472.0
-1;55800;BANANAS;4894;23;;;;;4900;2;4901;21;;;4897.0;993.21875
-1;55800;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;472.0
-1;55900;BANANAS;4894;24;;;;;4901;24;;;;;4897.5;989.09375
-1;55900;PEARLS;9995;24;;;;;9998;11;10005;24;;;9996.5;472.0
-1;56000;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;494.0
-1;56000;BANANAS;4895;22;;;;;4901;22;;;;;4898.0;989.15625
-1;56100;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;996.84375
-1;56100;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;494.0
-1;56200;BANANAS;4894;28;;;;;4900;2;4901;26;;;4897.0;997.2031
-1;56200;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;494.0
-1;56300;BANANAS;4894;23;;;;;4899;8;4901;23;;;4896.5;990.3047
-1;56300;PEARLS;9995;23;;;;;10002;8;10005;23;;;9998.5;494.0
-1;56400;PEARLS;9998;6;9995;23;;;10005;23;;;;;10001.5;494.0
-1;56400;BANANAS;4895;6;4894;23;;;4901;23;;;;;4898.0;984.9219
-1;56500;BANANAS;4894;25;;;;;4901;25;;;;;4897.5;987.28906
-1;56500;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;494.0
-1;56600;BANANAS;4894;27;;;;;4901;27;;;;;4897.5;982.4219
-1;56600;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;494.0
-1;56700;BANANAS;4894;24;;;;;4901;25;;;;;4897.5;987.28906
-1;56700;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;494.0
-1;56800;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;494.0
-1;56800;BANANAS;4894;23;;;;;4900;24;;;;;4897.0;984.90625
-1;56900;BANANAS;4895;5;4894;20;;;4901;20;;;;;4898.0;987.8281
-1;56900;PEARLS;9998;5;9995;20;;;10005;20;;;;;10001.5;494.0
-1;57000;BANANAS;4893;25;;;;;4900;25;;;;;4896.5;983.3203
-1;57000;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;494.0
-1;57100;BANANAS;4894;2;4893;25;;;4900;27;;;;;4897.0;984.6406
-1;57100;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;494.0
-1;57200;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;494.0
-1;57200;BANANAS;4893;26;;;;;4896;2;4900;26;;;4894.5;988.25
-1;57300;BANANAS;4893;25;;;;;4900;25;;;;;4896.5;993.0469
-1;57300;PEARLS;10002;1;9995;25;;;10005;25;;;;;10003.5;494.0
-1;57400;BANANAS;4893;27;;;;;4898;2;4899;2;4900;26;4895.5;999.1406
-1;57400;PEARLS;9996;2;9995;26;;;10002;2;10004;2;10005;26;9999.0;496.0
-1;57500;BANANAS;4892;31;;;;;4897;1;4899;31;;;4894.5;1016.6719
-1;57500;PEARLS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;496.0
-1;57600;PEARLS;9995;29;;;;;9998;1;10005;29;;;9996.5;496.0
-1;57600;BANANAS;4892;29;;;;;4899;29;;;;;4895.5;1020.64844
-1;57700;BANANAS;4892;30;;;;;4897;2;4899;30;;;4894.5;1019.28906
-1;57700;PEARLS;9996;2;9995;28;;;10002;2;10004;2;10005;28;9999.0;498.0
-1;57800;BANANAS;4892;28;;;;;4899;28;;;;;4895.5;1021.3906
-1;57800;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;498.0
-1;57900;BANANAS;4893;32;;;;;4899;2;4900;30;;;4896.0;1007.78125
-1;57900;PEARLS;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;498.0
-1;58000;PEARLS;9998;7;9995;23;;;10005;23;;;;;10001.5;500.0
-1;58000;BANANAS;4893;6;4892;23;;;4899;23;;;;;4896.0;1004.83594
-1;58100;BANANAS;4893;23;;;;;4899;1;4900;23;;;4896.0;999.3281
-1;58100;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;500.0
-1;58200;BANANAS;4893;26;;;;;4899;2;4900;24;;;4896.0;1007.375
-1;58200;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;500.0
-1;58300;BANANAS;4893;23;;;;;4900;23;;;;;4896.5;1008.9453
-1;58300;PEARLS;9996;2;9995;21;;;9998;1;10004;2;10005;21;9997.0;500.0
-1;58400;PEARLS;9995;21;;;;;10000;4;10005;21;;;9997.5;502.0
-1;58400;BANANAS;4893;21;;;;;4900;21;;;;;4896.5;1019.96875
-1;58500;BANANAS;4894;1;4893;29;;;4900;30;;;;;4897.0;1022.75
-1;58500;PEARLS;9996;1;9995;29;;;9998;1;10004;1;10005;29;9997.0;502.0
-1;58600;BANANAS;4894;2;4893;29;;;4899;2;4900;27;;;4896.5;1017.9531
-1;58600;PEARLS;9998;2;9996;2;9995;27;10004;2;10005;27;;;10001.0;504.0
-1;58700;BANANAS;4893;1;4892;24;;;4899;25;;;;;4896.0;1019.6406
-1;58700;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;504.0
-1;58800;BANANAS;4894;5;4893;24;;;4900;24;;;;;4897.0;1013.5469
-1;58800;PEARLS;9998;4;9996;2;9995;22;10004;2;10005;22;;;10001.0;504.0
-1;58900;PEARLS;9995;22;;;;;9998;1;10005;22;;;9996.5;504.0
-1;58900;BANANAS;4894;22;;;;;4901;22;;;;;4897.5;1016.625
-1;59000;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;506.0
-1;59000;BANANAS;4895;9;4894;26;;;4901;26;;;;;4898.0;1020.89844
-1;59100;BANANAS;4893;30;;;;;4894;12;4900;30;;;4893.5;1019.3672
-1;59100;PEARLS;9995;30;;;;;9998;2;10005;30;;;9996.5;506.0
-1;59200;PEARLS;10000;3;9996;2;9995;29;10004;2;10005;29;;;10002.0;506.0
-1;59200;BANANAS;4897;1;4893;31;;;4900;31;;;;;4898.5;1014.9531
-1;59300;PEARLS;9996;2;9995;28;;;9998;13;10004;2;10005;28;9997.0;506.0
-1;59300;BANANAS;4894;2;4893;28;;;4900;30;;;;;4897.0;1006.91406
-1;59400;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;506.0
-1;59400;BANANAS;4894;28;;;;;4899;3;4901;28;;;4896.5;1011.2422
-1;59500;BANANAS;4895;1;4894;29;;;4900;2;4901;27;;;4897.5;1002.6875
-1;59500;PEARLS;9998;1;9996;2;9995;27;10004;2;10005;27;;;10001.0;506.0
-1;59600;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;506.0
-1;59600;BANANAS;4894;25;;;;;4901;25;;;;;4897.5;1011.875
-1;59700;PEARLS;9998;8;9996;2;9995;26;10004;2;10005;26;;;10001.0;506.0
-1;59700;BANANAS;4895;8;4894;28;;;4901;28;;;;;4898.0;1020.9219
-1;59800;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;506.0
-1;59800;BANANAS;4893;20;;;;;4900;20;;;;;4896.5;1021.875
-1;59900;BANANAS;4894;3;4893;22;;;4900;24;;;;;4897.0;1026.4766
-1;59900;PEARLS;10002;1;9998;1;9996;2;10004;2;10005;22;;;10003.0;506.0
-1;60000;PEARLS;9998;4;9996;2;9995;29;10004;2;10005;29;;;10001.0;508.0
-1;60000;BANANAS;4894;4;4893;31;;;4900;31;;;;;4897.0;1036.75
-1;60100;PEARLS;9995;25;;;;;9998;1;10005;25;;;9996.5;508.0
-1;60100;BANANAS;4893;25;;;;;4900;25;;;;;4896.5;1041.0625
-1;60200;PEARLS;10000;3;9996;1;9995;21;10004;1;10005;21;;;10002.0;510.0
-1;60200;BANANAS;4894;1;4893;21;;;4900;22;;;;;4897.0;1040.6406
-1;60300;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;510.0
-1;60300;BANANAS;4893;24;;;;;4900;24;;;;;4896.5;1036.8906
-1;60400;BANANAS;4893;25;;;;;4900;25;;;;;4896.5;1037.4688
-1;60400;PEARLS;10000;4;9996;1;9995;24;10004;1;10005;24;;;10002.0;510.0
-1;60500;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;510.0
-1;60500;BANANAS;4893;22;;;;;4900;22;;;;;4896.5;1039.3906
-1;60600;PEARLS;9995;27;;;;;10002;3;10005;27;;;9998.5;510.0
-1;60600;BANANAS;4893;27;;;;;4898;3;4900;27;;;4895.5;1039.9141
-1;60700;PEARLS;9996;2;9995;29;;;10002;8;10004;2;10005;29;9999.0;510.0
-1;60700;BANANAS;4894;31;;;;;4898;8;4900;31;;;4896.0;1044.4219
-1;60800;BANANAS;4894;25;;;;;4900;1;4901;24;;;4897.0;1030.0
-1;60800;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;510.0
-1;60900;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;510.0
-1;60900;BANANAS;4894;25;;;;;4900;2;4901;23;;;4897.0;1020.8047
-1;61000;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;510.0
-1;61000;BANANAS;4894;31;;;;;4900;31;;;;;4897.0;1011.75
-1;61100;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;510.0
-1;61100;BANANAS;4894;32;;;;;4895;2;4897;3;4900;2;4894.5;1012.6406
-1;61200;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;1007.0703
-1;61200;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;510.0
-1;61300;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;510.0
-1;61300;BANANAS;4893;31;;;;;4900;31;;;;;4896.5;1002.78125
-1;61400;PEARLS;10002;2;9996;2;9995;26;10004;2;10005;26;;;10003.0;510.0
-1;61400;BANANAS;4894;2;4893;26;;;4900;28;;;;;4897.0;1013.5469
-1;61500;PEARLS;10002;6;9995;29;;;10005;29;;;;;10003.5;514.0
-1;61500;BANANAS;4893;29;;;;;4900;29;;;;;4896.5;1029.7812
-1;61600;BANANAS;4893;26;;;;;4899;26;;;;;4896.0;1030.4922
-1;61600;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;526.0
-1;61700;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;526.0
-1;61700;BANANAS;4898;1;4893;23;;;4899;1;4900;22;;;4898.5;1024.7188
-1;61800;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;526.0
-1;61800;BANANAS;4892;29;;;;;4899;29;;;;;4895.5;1017.6406
-1;61900;PEARLS;9996;2;9995;23;;;9998;1;10004;2;10005;23;9997.0;526.0
-1;61900;BANANAS;4892;25;;;;;4899;25;;;;;4895.5;1018.5469
-1;62000;BANANAS;4892;23;;;;;4898;1;4899;22;;;4895.0;1004.64844
-1;62000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;528.0
-1;62100;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;528.0
-1;62100;BANANAS;4892;25;;;;;4898;1;4899;24;;;4895.0;1007.3906
-1;62200;PEARLS;9998;9;9995;26;;;10005;26;;;;;10001.5;528.0
-1;62200;BANANAS;4893;8;4892;26;;;4899;26;;;;;4896.0;999.16406
-1;62300;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;528.0
-1;62300;BANANAS;4892;22;;;;;4899;22;;;;;4895.5;1011.65625
-1;62400;BANANAS;4892;26;;;;;4899;26;;;;;4895.5;1006.6875
-1;62400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;528.0
-1;62500;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;528.0
-1;62500;BANANAS;4892;29;;;;;4899;29;;;;;4895.5;1005.03125
-1;62600;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;528.0
-1;62600;BANANAS;4893;2;4892;29;;;4899;31;;;;;4896.0;997.0469
-1;62700;PEARLS;9995;25;;;;;10002;4;10005;25;;;9998.5;528.0
-1;62700;BANANAS;4893;25;;;;;4898;4;4900;25;;;4895.5;1004.2031
-1;62800;BANANAS;4893;28;;;;;4899;28;;;;;4896.0;993.1406
-1;62800;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;528.0
-1;62900;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;528.0
-1;62900;BANANAS;4894;1;4893;21;;;4900;22;;;;;4897.0;993.40625
-1;63000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;528.0
-1;63000;BANANAS;4893;27;;;;;4899;2;4900;25;;;4896.0;990.3906
-1;63100;BANANAS;4893;20;;;;;4898;1;4900;20;;;4895.5;989.96094
-1;63100;PEARLS;9995;20;;;;;10002;1;10005;20;;;9998.5;528.0
-1;63200;BANANAS;4893;24;;;;;4900;24;;;;;4896.5;989.2344
-1;63200;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;528.0
-1;63300;BANANAS;4894;2;4893;26;;;4900;28;;;;;4897.0;988.66406
-1;63300;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;528.0
-1;63400;PEARLS;9996;1;9995;30;;;10002;9;10004;1;10005;30;9999.0;528.0
-1;63400;BANANAS;4894;1;4893;30;;;4898;9;4900;31;;;4896.0;991.7578
-1;63500;PEARLS;9996;2;9995;30;;;9998;1;10002;3;10004;2;9997.0;528.0
-1;63500;BANANAS;4893;32;;;;;4898;3;4900;32;;;4895.5;992.6172
-1;63600;BANANAS;4894;31;;;;;4898;6;4900;31;;;4896.0;993.0
-1;63600;PEARLS;9996;1;9995;30;;;10002;6;10004;1;10005;30;9999.0;530.0
-1;63700;PEARLS;9998;8;9996;2;9995;22;10004;2;10005;22;;;10001.0;530.0
-1;63700;BANANAS;4895;8;4894;24;;;4900;24;;;;;4897.5;987.96875
-1;63800;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;530.0
-1;63800;BANANAS;4894;27;;;;;4901;28;;;;;4897.5;979.7344
-1;63900;PEARLS;9995;25;;;;;10002;3;10005;25;;;9998.5;530.0
-1;63900;BANANAS;4894;25;;;;;4895;1;4899;3;4901;25;4894.5;972.33594
-1;64000;BANANAS;4895;1;4894;30;;;4901;31;;;;;4898.0;965.8203
-1;64000;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;530.0
-1;64100;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;530.0
-1;64100;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;950.9297
-1;64200;PEARLS;9996;1;9995;23;;;10002;1;10004;1;10005;23;9999.0;530.0
-1;64200;BANANAS;4895;1;4894;23;;;4899;1;4901;24;;;4897.0;948.7422
-1;64300;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;530.0
-1;64300;BANANAS;4895;29;;;;;4902;29;;;;;4898.5;944.875
-1;64400;BANANAS;4894;25;;;;;4901;26;;;;;4897.5;942.25
-1;64400;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;530.0
-1;64500;PEARLS;9998;1;9996;1;9995;30;10004;1;10005;30;;;10001.0;530.0
-1;64500;BANANAS;4896;1;4895;31;;;4901;1;4902;30;;;4898.5;945.1953
-1;64600;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;530.0
-1;64600;BANANAS;4895;23;;;;;4901;1;4902;23;;;4898.0;950.8203
-1;64700;BANANAS;4895;30;;;;;4900;1;4902;30;;;4897.5;945.7656
-1;64700;PEARLS;9996;2;9995;28;;;10002;1;10004;2;10005;28;9999.0;530.0
-1;64800;BANANAS;4895;28;;;;;4900;4;4902;28;;;4897.5;941.1406
-1;64800;PEARLS;9996;2;9995;26;;;10002;4;10004;2;10005;26;9999.0;530.0
-1;64900;BANANAS;4895;29;;;;;4902;30;;;;;4898.5;935.97656
-1;64900;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;530.0
-1;65000;PEARLS;9995;22;;;;;10002;3;10005;22;;;9998.5;530.0
-1;65000;BANANAS;4895;22;;;;;4900;3;4902;22;;;4897.5;944.875
-1;65100;BANANAS;4896;9;4895;31;;;4902;31;;;;;4899.0;942.6797
-1;65100;PEARLS;9998;9;9996;2;9995;29;10004;2;10005;29;;;10001.0;530.0
-1;65200;BANANAS;4895;25;;;;;4901;25;;;;;4898.0;932.9219
-1;65200;PEARLS;10002;5;9995;25;;;10005;25;;;;;10003.5;530.0
-1;65300;BANANAS;4900;1;4895;5;4894;29;4901;31;;;;;4900.5;927.4375
-1;65300;PEARLS;10002;1;9998;3;9996;2;10004;2;10005;29;;;10003.0;540.0
-1;65400;PEARLS;9996;1;9995;24;;;9998;1;10004;1;10005;24;9997.0;542.0
-1;65400;BANANAS;4894;25;;;;;4901;25;;;;;4897.5;935.9844
-1;65500;BANANAS;4895;2;4894;25;;;4899;6;4901;27;;;4897.0;939.7578
-1;65500;PEARLS;9996;2;9995;25;;;10002;6;10004;2;10005;25;9999.0;544.0
-1;65600;BANANAS;4895;8;4894;28;;;4901;28;;;;;4898.0;940.125
-1;65600;PEARLS;9998;8;9995;28;;;10005;28;;;;;10001.5;544.0
-1;65700;BANANAS;4894;21;;;;;4901;21;;;;;4897.5;941.8906
-1;65700;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;544.0
-1;65800;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;544.0
-1;65800;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;931.4453
-1;65900;BANANAS;4895;1;4894;26;;;4901;27;;;;;4898.0;926.03906
-1;65900;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;544.0
-1;66000;BANANAS;4894;21;;;;;4901;21;;;;;4897.5;938.3906
-1;66000;PEARLS;9996;1;9995;20;;;9998;2;10004;1;10005;20;9997.0;544.0
-1;66100;BANANAS;4893;22;;;;;4900;22;;;;;4896.5;931.91406
-1;66100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;548.0
-1;66200;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;548.0
-1;66200;BANANAS;4894;28;;;;;4901;28;;;;;4897.5;931.2969
-1;66300;BANANAS;4893;25;;;;;4900;25;;;;;4896.5;937.41406
-1;66300;PEARLS;9995;25;;;;;9998;1;10005;25;;;9996.5;548.0
-1;66400;BANANAS;4893;29;;;;;4898;6;4899;29;;;4895.5;930.4531
-1;66400;PEARLS;9996;1;9995;28;;;10002;6;10004;1;10005;28;9999.0;550.0
-1;66500;BANANAS;4892;23;;;;;4898;2;4899;22;;;4895.0;933.6172
-1;66500;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;550.0
-1;66600;PEARLS;9995;25;;;;;10002;8;10005;25;;;9998.5;550.0
-1;66600;BANANAS;4895;1;4892;25;;;4897;8;4899;25;;;4896.0;916.1172
